Date,TransactionType,SBD,Steem,SteemPower,Vests,TransactionID,Memo
2017-05-07T00:00:18,curation_reward,0,0,0,670.198993,0000000000000000000000000000000000000000
2017-05-07T00:02:48,curation_reward,0,0,0,325.762328,0000000000000000000000000000000000000000
2017-05-07T03:10:03,transfer,0,693.0,0,0,5c5d82cf8bf3baa9076d130a5e1e3ecacda1c3d2,54109
2017-05-07T03:15:03,transfer,0,198.0,0,0,2266dd462f095ccbf759f0f5bdf81d4f7053eda2,54114
2017-05-07T03:20:03,transfer,0,49.5,0,0,1ff39753483cdd7080a8327aad7179b5a61367d3,54121
2017-05-07T03:49:06,claim_reward_balance,0.0,0.0,n/a,5237.106339,d2e00bbf4c3aed211e66745f5da9ebc22786cb40
2017-05-07T04:19:18,curation_reward,0,0,0,734.514482,0000000000000000000000000000000000000000
2017-05-07T04:32:03,curation_reward,0,0,0,479.301597,0000000000000000000000000000000000000000
2017-05-07T05:30:51,curation_reward,0,0,0,466.851194,0000000000000000000000000000000000000000
2017-05-07T05:55:03,transfer,0,99.0,0,0,dba04e6f7a1ab047664289bfb70061350f0d160a,54333
2017-05-07T06:10:03,transfer,0,99.0,0,0,ea7f167f64320d312c4bd2d4383eb3715b602855,54351
2017-05-07T07:37:51,curation_reward,0,0,0,431.575976,0000000000000000000000000000000000000000
2017-05-07T08:50:30,curation_reward,0,0,0,423.275307,0000000000000000000000000000000000000000
2017-05-07T10:31:12,curation_reward,0,0,0,1029.136145,0000000000000000000000000000000000000000
2017-05-07T10:32:42,claim_reward_balance,0.0,0.0,n/a,3564.654701,e4aa13d54e4f56d7747b116d2e04e008f8c6a5d9
2017-05-07T10:43:15,transfer,0,9.9,0,0,4e6e14f54b4a9b91ff5c26d06052dacc7f145aef,54631
2017-05-07T11:52:21,curation_reward,0,0,0,431.571932,0000000000000000000000000000000000000000
2017-05-07T12:16:06,curation_reward,0,0,0,576.811982,0000000000000000000000000000000000000000
